website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
http://www.newwestheritage.org,,,,700 Twelfth Street,New Westminster,BC,V3M 1A1,Heritage Homes Tour and Tea,An annual event. Participants tour several beautiful heritage venues and enjoy a light lunch.,303,2,,604-521-5209,,-1,An annual event. Participants tour several beautiful heritage venues and enjoy a light lunch.,Events,-122.932840205333,49.2090997357143
,Music@Queens Concert Series,,,529 Queens Avenue,New Westminster,BC,V3L 1K2,Music@Queens Concert Series,The Music Queens concert series makes creative use of the magnificent acoustics of the Queens Avenue United Church. It provides a venue for rising stars as well as established musical groups.,349,2,,,,-1,The Music Queens concert series makes creative use of the magnificent acoustics of the Queens Avenue United Church. It provides a venue for rising stars as well as established musical groups.,Events,-122.912514942079,49.2076513806348
,Ancient and Honourable Hyack Anvil Battery,anvilbattery@senseofhistory.com,,,,,,Ancient and Honourable Hyack Anvil Battery,"Communities have always found ways to welcome visitors and to mark special days. In early British Columbia, such occasions were often marked by firing cannons, ringing bells, and three hearty cheers. But another form of recognition was used in BC and other places as well the firing of anvils! The firing of anvils as a form of salute has a long history. In BC they frequently welcomed the arrival of a new stern wheel steamboat. Here and in other places they marked special days and festivities. The process involves placing a little gunpowder between two anvils and igniting it. In the resulting explosion, the top anvil flies upward, a lot of smoke surrounds the park, and the noise is similar to cannon fire.  In the late 1800s, a group of men in New Westminster fired an anvil salute to the sovereign when other more recognized means were not available. That annual salute, continued from that time until today, is now carried out by the renowned Ancient and Honourable Hyack Anvil Battery, to mark Victoria Day in honour of the reigning monarch and the memory of Queen Victoria. The salute has also been fired on special occasions such as a visit by Royalty, and the shots are always carried out in a formal, dignified manner as befits a proper salute. Don't miss this proud group in scarlet uniforms reminiscent of an early fire brigade, as they proudly continue an important part of the local cultural heritage and history.",379,2,,,,-1,The Ancient and Honourable Hyack Anvil Battery traces its roots to the 1880s and the community's desire to salute and honour the reigning monarch. Watch for regal and vice regal salutes during the year with the highlight being the traditional 21 gun salute on Victoria Day.,Events,-122.910381378813,49.2244361513507
http://www.newweba.ca,,,,Twelfth Street,New Westminster,BC,,12th Street Music Festival,"The annual 12th Street Music Festival takes place in the summer and features live music on four stages, and activities such as a charity pig roast, craft tent, heritage tours, pony rides, a dunk tank and more!",287,2,,,,-1,"The annual 12th Street Music Festival takes place in the summer and features live music on four stages, and activities such as a charity pig roast, craft tent, heritage tours, pony rides, a dunk tank and more!",Events,-122.935069573247,49.2113129652734
,Quayside Community Board,info@quaysideboard.com,,Quayside Promenade,New Westminster,BC,V3M 6C6,Quayside Community Board,"The Lower Mainland's largest outdoor sidewalk sale and festival features hundred of tables with used and new goods from local strata owners along with vendors, food merchants, live music, kidz zone and so much more. A great time under the sun and alongside the mighty Fraser River in the Quay area of New Westminster. Takes place every year the third Saturday of August. Rain or shine but has always shined. Come out and support the many charities that participate, city of New Westminster information booths, pet vendors and fundraising activities.",129,2,,,,-1,"The Lower Mainland's largest outdoor sidewalk sale and festival features hundreds of personal tables, vendors, food, live music, kidz zone and so much more. A great time under the sun and alongside the mighty Fraser River in the Quay area of New Westminster.",Events,-122.918106267864,49.2004778591768
http://newwestculturalcrawl.com/index.asp,,,,,New Westminster,BC,,New Westminster Cultural Crawl,"The annual New Westminster Cultural Crawl is a two-day citywide cultural experience that showcases local art and artists. During the crawl, new and established artists open their studios to visitors to show off their craft.",289,2,,,,-1,"The annual New Westminster Cultural Crawl is a two-day citywide cultural experience that showcases local art and artists. During the crawl, new and established artists open their studios to visitors and to show off their craft.",Events,-122.898562412638,49.2316557368735
http://www.downtownnewwest.ca,,,,,,,,Key West Ford Show and Shine,The annual Key West Ford Show and Shine brings cool cars and great performances to downtown New Westminster.,304,2,,,,-1,The annual Key West Ford Show and Shine brings cool cars and great performances to downtown New Westminster.,Events,-122.910396595061,49.201848087664
http://www.royalcitypridesociety.com/index.asp,,,,,New Westminster,BC,,Pride Week,The annual Pride Week festivities celebrate LGBT culture in New Westminster.,305,2,,,,-1,The annual Pride Week festivities celebrate LGBT culture in New Westminster.,Events,-122.9096672742,49.2072839051306
http://www.quaysideboard.com,,,,,,,,Quayside Boardwalk Festival and Sale,The annual Quayside Boardwalk Festival and Sale features over 100 unique vendors and takes place rain or shine every summer.,306,2,,604-521-6677,,-1,The annual Quayside Boardwalk Festival and Sale features over 100 unique vendors and takes place rain or shine every summer.,Events,-122.91100540716,49.2000768641
http://www.fraserriverdiscovery.org,,,,,New Westminster,BC,,RiverFest,"The annual RiverFest celebrates the Fraser River with music, crafts and activities. It's a free, family-friendly activity with something for everyone.",307,2,,,,-1,"The annual RiverFest celebrates the Fraser River with music, crafts and activities. It's a free, family-friendly activity with something for everyone.",Events,-122.910406906657,49.2002388691971
http://www.shopsapperton.com/,,,,,New Westminster,BC,,Sapperton Day Street Festival,"The annual Sapperton Day Street Festival features food, entertainment and exciting activities.",310,2,,,,-1,"The annual Sapperton Day Street Festival features food, entertainment and exciting activities.",Events,-122.892714056228,49.2280154333748
,Poetry In The Park,,,Queen's Park Band Shell,New Westminster,BC,V3M 3X2,Poetry In The Park,"This is a weekly event every Wednesday night from 6:30-8:30 PM July and August annually. It takes place at Queens Park band shell in New Westminster, BC. Each event has 2 -3 featured poets and then open mic. Poetry In The Park (PIP) began in 2011 and was created by Candice James, Poet Laureate of New Westminster. Presented by the Royal City Literary Arts Society and sponsored by The Arts Council of New Westminster and Silver Bow Publishing.",319,2,,,,-1,"This is a weekly event every Wednesday night from 6:30-8:30 PM July and August annually. It takes place at Queens Park band shell in New Westminster, BC. Each event has 2 -3 featured poets and then open mic. Poetry In The Park (PIP) began in 2011 created by Candice James.",Events,-122.908788943105,49.2172286087924
